Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name_x,Number,Master Store Name,Owner,Correct Name
287735,United States,Fairfield,CT,Connecticut,06811-5140,"80 Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39219,-73.50678,,Dandy Foods,www.dandydistributors.com,Azure Maps,,,,,Dandy Foods
2430712,United States,Fairfield,CT,Connecticut,06810-6747,"99 Town Hill Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3941,-73.44608,,Fernandes Food Store,,Azure Maps,,,,,Fernandes Food Store
2730712,United States,Fairfield,CT,Connecticut,06810-2624,"203 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39417,-73.4519,,Main Street Deli & Market,,Azure Maps,,,,,Main Street Deli & Market
2030712,United States,Fairfield,CT,Connecticut,06810-6900,"107 Triangle Street, Danbury, CT 06810",Danbury,Danbury,,,41.39434,-73.43571,,Lanas Mercearia Brazilian Supermarket,,Azure Maps,,,,,Lanas Mercearia Brazilian Supermarket
847735,United States,Putnam,NY,New York,10509-1423,"70 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.3944,-73.61815,,La Guadalupana,,Azure Maps,,,,,La Guadalupana
807735,United States,Putnam,NY,New York,10509-1400,"82 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39443,-73.61749,,Enocs Market,,Azure Maps,,54.0,Weis Markets,,Weis Markets
807735,United States,Putnam,NY,New York,10509-1400,"82 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39443,-73.61749,,Enocs Market,,Azure Maps,,79.0,Weis Markets,Weis Markets,Weis Markets
817735,United States,Putnam,NY,New York,10509-1400,"82 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39443,-73.61749,,Tatiana S Grocery Store,,Azure Maps,,,,,Tatiana S Grocery Store
797735,United States,Putnam,NY,New York,10509-1400,"90 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39444,-73.61727,,Kobacker Store Mt Grocers,,Azure Maps,,,,,Kobacker Store Mt Grocers
3530712,United States,Fairfield,CT,Connecticut,06810-6514,"11 Spring Street, Danbury, CT 06810",Danbury,Danbury,,,41.39496,-73.45801,,Rodriguez Grocery Store,,Azure Maps,,,,,Rodriguez Grocery Store
3430712,United States,Fairfield,CT,Connecticut,06810-6514,"11 Spring Street, Danbury, CT 06810",Danbury,Danbury,,,41.39496,-73.45801,,Spring Market,,Azure Maps,,18.0,D & M Supermarket,,D & M Supermarket
327735,United States,Fairfield,CT,Connecticut,06811-4222,"4 Old Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39513,-73.51594,,Ecua American Foods,,Azure Maps,,,,,Ecua American Foods
3015374,United States,New Haven,CT,Connecticut,06483-2814,"16 Bank Street, Seymour, CT 06483",Seymour,Seymour,,,41.39554,-73.0734,,The All-American Valley General Store,redcloverblossom.com,Azure Maps,,,,,The All-American Valley General Store
3930712,United States,Fairfield,CT,Connecticut,06810-6506,"116 Elm Street, Danbury, CT 06810",Danbury,Danbury,,,41.39563,-73.46126,,Perez Groceries,,Azure Maps,,,,,Perez Groceries
777735,United States,Putnam,NY,New York,10509-1443,"145 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39577,-73.61092,,Saj and V Grocery,,Azure Maps,,,,,Saj and V Grocery
3630712,United States,Fairfield,CT,Connecticut,06810-5817,"301 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39666,-73.45464,,Hat City Market,,Azure Maps,,,,,Hat City Market
2530712,United States,Fairfield,CT,Connecticut,06810-6836,"28 Wildman Street, Danbury, CT 06810",Danbury,Danbury,,,41.39699,-73.43937,,Torres Groceries,,Azure Maps,,,,,Torres Groceries
737735,United States,Putnam,NY,New York,10509-1526,"979 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.39741,-73.60299,,The Village Supermarket,,Azure Maps,,,,,The Village Supermarket
3115374,United States,New Haven,CT,Connecticut,06483-3451,"14 New Haven Road, Seymour, CT 06483",Seymour,Seymour,,,41.39792,-73.06734,,Seymour Food Mart,,Azure Maps,,,,,Seymour Food Mart
3730712,United States,Fairfield,CT,Connecticut,06810-5908,"9 Balmforth Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.39877,-73.45166,,Light Rock Spring Water Co,,Azure Maps,,,,,Light Rock Spring Water Co
447735,United States,Fairfield,CT,Connecticut,06810-5442,"18 Henry Street, Danbury, CT 06810",Danbury,Danbury,,,41.39922,-73.46623,,E&D's Deli And Grocery Store,,Azure Maps,,,,,E&D's Deli And Grocery Store
3230712,United States,Fairfield,CT,Connecticut,06810-6875,"213 White Street, Danbury, CT 06810",Danbury,Danbury,,,41.39948,-73.44126,,Pague Menos,,Azure Maps,,,,,Pague Menos
4330712,United States,Fairfield,CT,Connecticut,06810-5803,"1 East Franklin Street, Danbury, CT 06810",Danbury,Danbury,,,41.39964,-73.45796,,Manuel Grocery,,Azure Maps,,,,,Manuel Grocery
4230712,United States,Fairfield,CT,Connecticut,06810-5524,"363 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.39968,-73.45807,,Bombay Sweet & Spicey,,Azure Maps,,,,,Bombay Sweet & Spicey
3615374,United States,New Haven,CT,Connecticut,06483-2809,"15 Franklin Street, Seymour, CT 06483",Seymour,Seymour,,,41.40061,-73.07211,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,,,,,Kinnikinnick Foods
3715374,United States,New Haven,CT,Connecticut,06483-2809,"15 Franklin Street, Seymour, CT 06483",Seymour,Seymour,,,41.40061,-73.07211,,Stop & Shop,stores.stopandshop.com/ct/seymour/15-franklin-street,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
4830712,United States,Fairfield,CT,Connecticut,06810-5525,"397 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.4021,-73.45901,,Zaytuna Groceries,,Azure Maps,,,,,Zaytuna Groceries
5230712,United States,Fairfield,CT,Connecticut,06810-5619,"28 North Street, Danbury, CT 06810",Danbury,Danbury,,,41.40442,-73.45696,,Espinal Grocery,,Azure Maps,,48.0,Stop One Grocery,,Stop One Grocery
3330712,United States,Fairfield,CT,Connecticut,06810-6223,"63 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.40555,-73.42002,,ALDI Food Market,,Azure Maps,,21.0,Foodmart,,Foodmart
5430712,United States,Fairfield,CT,Connecticut,06810-5617,"45 North Street, Danbury, CT 06810",Danbury,Danbury,,,41.40555,-73.45642,,C-Town,locations.ctownsupermarkets.com/ct-danbury-pu41_052,Azure Maps,,14.0,C Town,,C Town
4030712,United States,Fairfield,CT,Connecticut,06810-6236,"72 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.40563,-73.41977,,Super Stop & Shop,stores.stopandshop.com/ct/danbury/72-newtown-road,Azure Maps,,47.0,Stop & Shop,Ahold Delhaize,Stop & Shop
3830712,United States,Fairfield,CT,Connecticut,06810-6238,"67 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.4094,-73.41479,,Walmart,www.walmart.com/store/3543/danbury-ct/details,Azure Maps,,74.0,Walmart,Walmart,Walmart
4130712,United States,Fairfield,CT,Connecticut,06810-4174,"15 Old Sherman Turnpike, Danbury, CT 06810",Danbury,Danbury,,,41.41029,-73.40743,,Family Foods,,Azure Maps,,11.0,Big Y Foods,,Big Y Foods
577735,United States,Fairfield,CT,Connecticut,06811-4803,"10 Hayestown Avenue, Danbury, CT 06811",Danbury,Danbury,,,41.41231,-73.45494,,Kk Asian Market,,Azure Maps,,,,,Kk Asian Market
587735,United States,Fairfield,CT,Connecticut,,"1 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41261,-73.45736,,ShopRite Of Danbury,shoprite.com/store/D367123778,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
587735,United States,Fairfield,CT,Connecticut,,"1 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41261,-73.45736,,ShopRite Of Danbury,shoprite.com/store/D367123778,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
5030712,United States,Fairfield,CT,Connecticut,06810-4129,"28 Eagle Road, Danbury, CT 06810",Danbury,Danbury,,,41.41275,-73.42099,,Culligan,www.culligan.com/,Azure Maps,,,,,Culligan
4126844,United States,Fairfield,CT,Connecticut,,"6 Queen Street, Newtown, CT 06470",Newtown,Newtown,,,41.41322,-73.3032,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
4626844,United States,Fairfield,CT,Connecticut,06470-2105,"29 Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.41327,-73.30867,,Pricerite,,Azure Maps,,36.0,Price Rite,,Price Rite
4626844,United States,Fairfield,CT,Connecticut,06470-2105,"29 Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.41327,-73.30867,,Pricerite,,Azure Maps,,75.0,Price Rite,Wakefern Food Corp.,Price Rite
5130712,United States,Fairfield,CT,Connecticut,06801-3037,"78 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.41402,-73.37815,,Uk Gourmet,www.ukg.life,Azure Maps,,,,,Uk Gourmet
4730712,United States,Fairfield,CT,Connecticut,06801-3038,"83 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.4141,-73.37861,,Big Y World Class Market,www.bigy.com,Azure Maps,,,,,Big Y World Class Market
597735,United States,Fairfield,CT,Connecticut,,"5 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41429,-73.45931,,Bombay Sweet & Spices,www.bombaysweetsandspices.com/,Azure Maps,,,,,Bombay Sweet & Spices
5330712,United States,Fairfield,CT,Connecticut,06810-4138,"1 Pocono Lane, Danbury, CT 06810",Danbury,Danbury,,,41.41554,-73.40906,,Fast Freddies,,Azure Maps,,,,,Fast Freddies
5730712,United States,Fairfield,CT,Connecticut,06801-1048,"10 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.41696,-73.39899,,Lebanese Market,,Azure Maps,,,,,Lebanese Market
637735,United States,Fairfield,CT,Connecticut,,"52 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41797,-73.46392,,Super Halal Meat & Grocery,,Azure Maps,,,,,Super Halal Meat & Grocery
657735,United States,Fairfield,CT,Connecticut,06811-3700,"39 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41807,-73.46414,,Indian Food & Spice,www.indianfoodandspicedanbury.com,Azure Maps,,,,,Indian Food & Spice
897735,United States,Putnam,NY,New York,10509-4008,"1511 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.42059,-73.57656,,ACME Markets,acmemarkets.com,Azure Maps,,2.0,ACME Markets,,ACME Markets
4826844,United States,New Haven,CT,Connecticut,06478-1656,"300 Oxford Road, Oxford, CT 06478",Oxford,Oxford,,,41.42392,-73.10865,,Price Chopper,www.pricechopper.com,Azure Maps,,35.0,Price Chopper,,Price Chopper
4826844,United States,New Haven,CT,Connecticut,06478-1656,"300 Oxford Road, Oxford, CT 06478",Oxford,Oxford,,,41.42392,-73.10865,,Price Chopper,www.pricechopper.com,Azure Maps,,60.0,Price Chopper,Golub Corp.,Price Chopper
7830712,United States,Fairfield,CT,Connecticut,06804-2507,"143 Federal Road, Brookfield, CT 06804",Brookfield,Brookfield,,,41.43854,-73.40745,,ShopRite Of Brookfield,https://shoprite.com/store/410C612,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
7830712,United States,Fairfield,CT,Connecticut,06804-2507,"143 Federal Road, Brookfield, CT 06804",Brookfield,Brookfield,,,41.43854,-73.40745,,ShopRite Of Brookfield,https://shoprite.com/store/410C612,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
8530712,United States,Fairfield,CT,Connecticut,06811-3043,"52 Pembroke Road, Danbury, CT 06811",Danbury,Danbury,,,41.44343,-73.47277,,Black Gold Food Mart,,Azure Maps,,,,,Black Gold Food Mart
9030712,United States,Fairfield,CT,Connecticut,06804-2015,"499 Federal Road, Brookfield, CT 06804",Brookfield,Brookfield,,,41.4612,-73.40694,,American Euro Foods,www.ameurofoods.com,Azure Maps,,,,,American Euro Foods
6726844,United States,New Haven,CT,Connecticut,06488-2212,"775 Main Street South, Southbury, CT 06488",Southbury,Southbury,,,41.46384,-73.23147,,Shop Rite,shop.shoprite.com,Azure Maps,,44.0,ShopRite,ShopRite,ShopRite
6726844,United States,New Haven,CT,Connecticut,06488-2212,"775 Main Street South, Southbury, CT 06488",Southbury,Southbury,,,41.46384,-73.23147,,Shop Rite,shop.shoprite.com,Azure Maps,,76.0,ShopRite,Wakefern Food Corp.,ShopRite
8926844,United States,New Haven,CT,Connecticut,06488-2644,"150 Kettletown Road, Southbury, CT 06488",Southbury,Southbury,,,41.47254,-73.20708,,IBM-Tem IGA Us,www.iga.com,Azure Maps,,,,,IBM-Tem IGA Us
