Record,Country,Country Secondary Subdivision,Country Subdivision,Subdivision Name,Postal Code,Address,Local Name,Municipality,Municipality Subdivision,entryPoints_0_functions_0,Latitude,Longtitude,poi_brands_1_name,POI Name,URL,Source,Store Name
3915374,United States,New Haven,CT,Connecticut,06525-2237,"214 Amity Road, Woodbridge, CT 06525",Woodbridge,Woodbridge,,,41.34121,-72.9826,,Central Atlantic Collegiate Conference,www.caccathletics.org,Azure Maps,
1515374,United States,New Haven,CT,Connecticut,06401-2407,"3 Hill Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.34126,-73.07089,,Danas Market,,Azure Maps,
8315374,United States,New Haven,CT,Connecticut,06515-1007,"128 Wilmot Road, New Haven, CT 06515",New Haven,New Haven,West Rock,,41.34156,-72.95769,,Shop Mart,,Azure Maps,
8415374,United States,New Haven,CT,Connecticut,06515-1007,"122 Wilmot Road, New Haven, CT 06515",New Haven,New Haven,West Rock,,41.3424,-72.9577,,West Rock Deli,,Azure Maps,
1215374,United States,New Haven,CT,Connecticut,06401-1708,"55 Church Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.34477,-73.08945,,New Haven Food Mart,,Azure Maps,
767735,United States,Westchester,NY,New York,10519-7008,"14 Front Street, Croton Falls, NY 10519",Croton Falls,North Salem,,,41.3485,-73.66283,,Whos Cooking,,Azure Maps,
1915374,United States,New Haven,CT,Connecticut,06401-1631,"147 North Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.35217,-73.08092,,Mini Market,,Azure Maps,
147735,United States,Westchester,NY,New York,10560-1400,"1 Dingle Ridge Road, North Salem, NY 10560",North Salem,North Salem,,,41.35394,-73.56819,,121 Next Door,www.121kitchen.com/,Azure Maps,
2215374,United States,New Haven,CT,Connecticut,06401-1449,"403 North Main Street, Ansonia, CT 06401",Ansonia,Ansonia,,,41.36122,-73.08298,,Big Y Market,www.bigy.com/,Azure Maps,
1126844,United States,New Haven,CT,Connecticut,06483-2214,"110 Great Hill Road, Seymour, CT 06483",Seymour,Seymour,,,41.3658,-73.11826,,Great Hill General Store,,Azure Maps,
230712,United States,Fairfield,CT,Connecticut,06801-2100,"10 Elizabeth Street, Bethel, CT 06801",Bethel,Bethel,,,41.37059,-73.41512,,Sprouts Farmers Market,www.sprouts.com,Azure Maps,
130712,United States,Fairfield,CT,Connecticut,06801-2506,"98 Greenwood Avenue, Bethel, CT 06801",Bethel,Bethel,,,41.37125,-73.41003,,Caraluzzi's Bethel Food Market,www.caraluzzi.com,Azure Maps,
5530712,United States,Fairfield,CT,Connecticut,06470-2700,"228 South Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.37152,-73.27197,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
1026844,United States,Fairfield,CT,Connecticut,06470-2700,"228 South Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.37152,-73.27197,,Stop & Shop Pharmacy,pharmacy.stopandshop.com/ct/newtown/228-s-main-street,Azure Maps,
667735,United States,Putnam,NY,New York,10509-2208,"100 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.37168,-73.63733,,A & P 32-207,,Azure Maps,
177735,United States,Fairfield,CT,Connecticut,,"7 Backus Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3779,-73.4786,,Lucky Brand,stores.luckybrand.com/lucky-brand-6a7fffb3131d,Azure Maps,
167735,United States,Fairfield,CT,Connecticut,06810-7432,"5C Sugar Hollow Road, Danbury, CT 06810",Danbury,Danbury,,,41.37999,-73.47506,,Whole Foods Market,www.wholefoodsmarket.com/stores/danbury,Azure Maps,
197735,United States,Fairfield,CT,Connecticut,,"44-46 Lake Avenue Extension, Danbury, CT 06811",Danbury,Danbury,,,41.38654,-73.48764,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
187735,United States,Fairfield,CT,Connecticut,,"44 Lake Avenue Extension, Danbury, CT 06811",Danbury,Danbury,,,41.38654,-73.48764,,Super Stop & Shop,stores.stopandshop.com/ct/danbury/44-lake-avenue-ext,Azure Maps,
1230712,United States,Fairfield,CT,Connecticut,06810-8198,"91 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38795,-73.43897,,Disorbo Market,,Azure Maps,
1930712,United States,Fairfield,CT,Connecticut,06810-3002,"29 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.38807,-73.44612,,Price Rite,www.priceritesupermarkets.com,Azure Maps,
267735,United States,Fairfield,CT,Connecticut,06810-6346,"72 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38867,-73.46912,,Tienda Ecuador,www.tiendaecuador.com,Azure Maps,
257735,United States,Fairfield,CT,Connecticut,06810-6346,"78 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38867,-73.46964,,Ferry Grocery,,Azure Maps,
1430712,United States,Fairfield,CT,Connecticut,06810-8155,"49 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38877,-73.43549,,La Tienda Latina Grocery,,Azure Maps,
1330712,United States,Fairfield,CT,Connecticut,06810-8155,"49 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38877,-73.43549,,Lapaix Grocery,,Azure Maps,
1630712,United States,Fairfield,CT,Connecticut,,"41 South Street, Danbury, CT 06810",Danbury,Danbury,,,41.38897,-73.43429,,Reina De La Nube,,Azure Maps,
277735,United States,Fairfield,CT,Connecticut,06810-6345,"44 Lake Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.38924,-73.46776,,Stop & Shop,www.stopandshop.com/,Azure Maps,
1530712,United States,Fairfield,CT,Connecticut,06810-7041,"22 Shelter Rock Road, Danbury, CT 06810",Danbury,Danbury,,,41.38962,-73.433,,Kidderia,,Azure Maps,
1830712,United States,Fairfield,CT,Connecticut,06810-6955,"2 Lee Mac Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3907,-73.43359,,Mega Business,,Azure Maps,
1130712,United States,Fairfield,CT,Connecticut,06810-7044,"84 Shelter Rock Road, Danbury, CT 06810",Danbury,Danbury,,,41.39099,-73.42603,,Sam's Food Stores,www.samsfoodstores.com,Azure Maps,
2130712,United States,Fairfield,CT,Connecticut,06810-7833,"92 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39105,-73.44886,,El Rancho Foods,,Azure Maps,
307735,United States,Fairfield,CT,Connecticut,06811-5277,"113 Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39183,-73.52236,,Trader Joe's,locations.traderjoes.com/ct/danbury/525/,Azure Maps,
287735,United States,Fairfield,CT,Connecticut,06811-5140,"80 Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39219,-73.50678,,Dandy Foods,www.dandydistributors.com,Azure Maps,
2430712,United States,Fairfield,CT,Connecticut,06810-6747,"99 Town Hill Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.3941,-73.44608,,Fernandes Food Store,,Azure Maps,
2730712,United States,Fairfield,CT,Connecticut,06810-2624,"203 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39417,-73.4519,,Main Street Deli & Market,,Azure Maps,
2030712,United States,Fairfield,CT,Connecticut,06810-6900,"107 Triangle Street, Danbury, CT 06810",Danbury,Danbury,,,41.39434,-73.43571,,Lanas Mercearia Brazilian Supermarket,,Azure Maps,
847735,United States,Putnam,NY,New York,10509-1423,"70 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.3944,-73.61815,,La Guadalupana,,Azure Maps,
807735,United States,Putnam,NY,New York,10509-1400,"82 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39443,-73.61749,,Enocs Market,,Azure Maps,
817735,United States,Putnam,NY,New York,10509-1400,"82 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39443,-73.61749,,Tatiana S Grocery Store,,Azure Maps,
797735,United States,Putnam,NY,New York,10509-1400,"90 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39444,-73.61727,,Kobacker Store Mt Grocers,,Azure Maps,
3530712,United States,Fairfield,CT,Connecticut,06810-6514,"11 Spring Street, Danbury, CT 06810",Danbury,Danbury,,,41.39496,-73.45801,,Rodriguez Grocery Store,,Azure Maps,
3430712,United States,Fairfield,CT,Connecticut,06810-6514,"11 Spring Street, Danbury, CT 06810",Danbury,Danbury,,,41.39496,-73.45801,,Spring Market,,Azure Maps,
327735,United States,Fairfield,CT,Connecticut,06811-4222,"4 Old Mill Plain Road, Danbury, CT 06811",Danbury,Danbury,,,41.39513,-73.51594,,Ecua American Foods,,Azure Maps,
3015374,United States,New Haven,CT,Connecticut,06483-2814,"16 Bank Street, Seymour, CT 06483",Seymour,Seymour,,,41.39554,-73.0734,,The All-American Valley General Store,redcloverblossom.com,Azure Maps,
3930712,United States,Fairfield,CT,Connecticut,06810-6506,"116 Elm Street, Danbury, CT 06810",Danbury,Danbury,,,41.39563,-73.46126,,Perez Groceries,,Azure Maps,
777735,United States,Putnam,NY,New York,10509-1443,"145 Main Street, Brewster, NY 10509",Brewster,Brewster,,,41.39577,-73.61092,,Saj and V Grocery,,Azure Maps,
3630712,United States,Fairfield,CT,Connecticut,06810-5817,"301 Main Street, Danbury, CT 06810",Danbury,Danbury,Downtown Danbury,,41.39666,-73.45464,,Hat City Market,,Azure Maps,
2530712,United States,Fairfield,CT,Connecticut,06810-6836,"28 Wildman Street, Danbury, CT 06810",Danbury,Danbury,,,41.39699,-73.43937,,Torres Groceries,,Azure Maps,
737735,United States,Putnam,NY,New York,10509-1526,"979 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.39741,-73.60299,,The Village Supermarket,,Azure Maps,
3115374,United States,New Haven,CT,Connecticut,06483-3451,"14 New Haven Road, Seymour, CT 06483",Seymour,Seymour,,,41.39792,-73.06734,,Seymour Food Mart,,Azure Maps,
3730712,United States,Fairfield,CT,Connecticut,06810-5908,"9 Balmforth Avenue, Danbury, CT 06810",Danbury,Danbury,,,41.39877,-73.45166,,Light Rock Spring Water Co,,Azure Maps,
447735,United States,Fairfield,CT,Connecticut,06810-5442,"18 Henry Street, Danbury, CT 06810",Danbury,Danbury,,,41.39922,-73.46623,,E&D's Deli And Grocery Store,,Azure Maps,
3230712,United States,Fairfield,CT,Connecticut,06810-6875,"213 White Street, Danbury, CT 06810",Danbury,Danbury,,,41.39948,-73.44126,,Pague Menos,,Azure Maps,
4330712,United States,Fairfield,CT,Connecticut,06810-5803,"1 East Franklin Street, Danbury, CT 06810",Danbury,Danbury,,,41.39964,-73.45796,,Manuel Grocery,,Azure Maps,
4230712,United States,Fairfield,CT,Connecticut,06810-5524,"363 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.39968,-73.45807,,Bombay Sweet & Spicey,,Azure Maps,
3615374,United States,New Haven,CT,Connecticut,06483-2809,"15 Franklin Street, Seymour, CT 06483",Seymour,Seymour,,,41.40061,-73.07211,,Kinnikinnick Foods,consumer.kinnikinnick.com/,Azure Maps,
3715374,United States,New Haven,CT,Connecticut,06483-2809,"15 Franklin Street, Seymour, CT 06483",Seymour,Seymour,,,41.40061,-73.07211,,Stop & Shop,stores.stopandshop.com/ct/seymour/15-franklin-street,Azure Maps,
4830712,United States,Fairfield,CT,Connecticut,06810-5525,"397 Main Street, Danbury, CT 06810",Danbury,Danbury,,,41.4021,-73.45901,,Zaytuna Groceries,,Azure Maps,
5230712,United States,Fairfield,CT,Connecticut,06810-5619,"28 North Street, Danbury, CT 06810",Danbury,Danbury,,,41.40442,-73.45696,,Espinal Grocery,,Azure Maps,
3330712,United States,Fairfield,CT,Connecticut,06810-6223,"63 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.40555,-73.42002,,ALDI Food Market,,Azure Maps,
5430712,United States,Fairfield,CT,Connecticut,06810-5617,"45 North Street, Danbury, CT 06810",Danbury,Danbury,,,41.40555,-73.45642,,C-Town,locations.ctownsupermarkets.com/ct-danbury-pu41_052,Azure Maps,
4030712,United States,Fairfield,CT,Connecticut,06810-6236,"72 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.40563,-73.41977,,Super Stop & Shop,stores.stopandshop.com/ct/danbury/72-newtown-road,Azure Maps,
3830712,United States,Fairfield,CT,Connecticut,06810-6238,"67 Newtown Road, Danbury, CT 06810",Danbury,Danbury,,,41.4094,-73.41479,,Walmart,www.walmart.com/store/3543/danbury-ct/details,Azure Maps,
4130712,United States,Fairfield,CT,Connecticut,06810-4174,"15 Old Sherman Turnpike, Danbury, CT 06810",Danbury,Danbury,,,41.41029,-73.40743,,Family Foods,,Azure Maps,
577735,United States,Fairfield,CT,Connecticut,06811-4803,"10 Hayestown Avenue, Danbury, CT 06811",Danbury,Danbury,,,41.41231,-73.45494,,Kk Asian Market,,Azure Maps,
587735,United States,Fairfield,CT,Connecticut,,"1 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41261,-73.45736,,ShopRite Of Danbury,shoprite.com/store/D367123778,Azure Maps,
5030712,United States,Fairfield,CT,Connecticut,06810-4129,"28 Eagle Road, Danbury, CT 06810",Danbury,Danbury,,,41.41275,-73.42099,,Culligan,www.culligan.com/,Azure Maps,
4126844,United States,Fairfield,CT,Connecticut,,"6 Queen Street, Newtown, CT 06470",Newtown,Newtown,,,41.41322,-73.3032,,Big Y World Class Market,www.bigy.com,Azure Maps,
4626844,United States,Fairfield,CT,Connecticut,06470-2105,"29 Main Street, Newtown, CT 06470",Newtown,Newtown,,,41.41327,-73.30867,,Pricerite,,Azure Maps,
5130712,United States,Fairfield,CT,Connecticut,06801-3037,"78 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.41402,-73.37815,,Uk Gourmet,www.ukg.life,Azure Maps,
4730712,United States,Fairfield,CT,Connecticut,06801-3038,"83 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.4141,-73.37861,,Big Y World Class Market,www.bigy.com,Azure Maps,
597735,United States,Fairfield,CT,Connecticut,,"5 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41429,-73.45931,,Bombay Sweet & Spices,www.bombaysweetsandspices.com/,Azure Maps,
5330712,United States,Fairfield,CT,Connecticut,06810-4138,"1 Pocono Lane, Danbury, CT 06810",Danbury,Danbury,,,41.41554,-73.40906,,Fast Freddies,,Azure Maps,
5730712,United States,Fairfield,CT,Connecticut,06801-1048,"10 Stony Hill Road, Bethel, CT 06801",Bethel,Bethel,,,41.41696,-73.39899,,Lebanese Market,,Azure Maps,
637735,United States,Fairfield,CT,Connecticut,,"52 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41797,-73.46392,,Super Halal Meat & Grocery,,Azure Maps,
657735,United States,Fairfield,CT,Connecticut,06811-3700,"39 Padanaram Road, Danbury, CT 06811",Danbury,Danbury,,,41.41807,-73.46414,,Indian Food & Spice,www.indianfoodandspicedanbury.com,Azure Maps,
897735,United States,Putnam,NY,New York,10509-4008,"1511 Route 22, Brewster, NY 10509",Brewster,Southeast,,,41.42059,-73.57656,,ACME Markets,acmemarkets.com,Azure Maps,
4826844,United States,New Haven,CT,Connecticut,06478-1656,"300 Oxford Road, Oxford, CT 06478",Oxford,Oxford,,,41.42392,-73.10865,,Price Chopper,www.pricechopper.com,Azure Maps,
7830712,United States,Fairfield,CT,Connecticut,06804-2507,"143 Federal Road, Brookfield, CT 06804",Brookfield,Brookfield,,,41.43854,-73.40745,,ShopRite Of Brookfield,https://shoprite.com/store/410C612,Azure Maps,
8530712,United States,Fairfield,CT,Connecticut,06811-3043,"52 Pembroke Road, Danbury, CT 06811",Danbury,Danbury,,,41.44343,-73.47277,,Black Gold Food Mart,,Azure Maps,
9030712,United States,Fairfield,CT,Connecticut,06804-2015,"499 Federal Road, Brookfield, CT 06804",Brookfield,Brookfield,,,41.4612,-73.40694,,American Euro Foods,www.ameurofoods.com,Azure Maps,
6726844,United States,New Haven,CT,Connecticut,06488-2212,"775 Main Street South, Southbury, CT 06488",Southbury,Southbury,,,41.46384,-73.23147,,Shop Rite,shop.shoprite.com,Azure Maps,
8926844,United States,New Haven,CT,Connecticut,06488-2644,"150 Kettletown Road, Southbury, CT 06488",Southbury,Southbury,,,41.47254,-73.20708,,IBM-Tem IGA Us,www.iga.com,Azure Maps,
1,,,,,,,,,,,,,,,,Grocery Table,A & P Food Stores
2,,,,,,,,,,,,,,,,Grocery Table,ACME Markets
3,,,,,,,,,,,,,,,,Grocery Table,Albertsons
4,,,,,,,,,,,,,,,,Grocery Table,ALDI
5,,,,,,,,,,,,,,,,Grocery Table,Amazon
6,,,,,,,,,,,,,,,,Grocery Table,Amazon Fresh
7,,,,,,,,,,,,,,,,Grocery Table,Amazon Go
8,,,,,,,,,,,,,,,,Grocery Table,Balducci's
9,,,,,,,,,,,,,,,,Grocery Table,Beit Brothers Supermarket
10,,,,,,,,,,,,,,,,Grocery Table,Big Value Super Mkt.
11,,,,,,,,,,,,,,,,Grocery Table,Big Y Foods
12,,,,,,,,,,,,,,,,Grocery Table,BJ's Wholesale Club
13,,,,,,,,,,,,,,,,Grocery Table,Bravo Supermarket
14,,,,,,,,,,,,,,,,Grocery Table,C Town
15,,,,,,,,,,,,,,,,Grocery Table,Ceriello Fine Foods
16,,,,,,,,,,,,,,,,Grocery Table,Costco
17,,,,,,,,,,,,,,,,Grocery Table,Cumberland Farms
18,,,,,,,,,,,,,,,,Grocery Table,D & M Supermarket
19,,,,,,,,,,,,,,,,Grocery Table,Food Bag
20,,,,,,,,,,,,,,,,Grocery Table,Food Emporium
21,,,,,,,,,,,,,,,,Grocery Table,Foodmart
22,,,,,,,,,,,,,,,,Grocery Table,Francescos Fabulous Foods LLC
23,,,,,,,,,,,,,,,,Grocery Table,Fresh Direct
24,,,,,,,,,,,,,,,,Grocery Table,Geissler's Super Mkt.
25,,,,,,,,,,,,,,,,Grocery Table,Giant
26,,,,,,,,,,,,,,,,Grocery Table,Grand Union Co
27,,,,,,,,,,,,,,,,Grocery Table,Haggen
28,,,,,,,,,,,,,,,,Grocery Table,Hannaford
29,,,,,,,,,,,,,,,,Grocery Table,Kings
30,,,,,,,,,,,,,,,,Grocery Table,Krauszers
31,,,,,,,,,,,,,,,,Grocery Table,Market Street
32,,,,,,,,,,,,,,,,Grocery Table,Patco Handy Stop
33,,,,,,,,,,,,,,,,Grocery Table,Pavillions
34,,,,,,,,,,,,,,,,Grocery Table,Peadpod
35,,,,,,,,,,,,,,,,Grocery Table,Price Chopper
36,,,,,,,,,,,,,,,,Grocery Table,Price Rite
37,,,,,,,,,,,,,,,,Grocery Table,Randalls
38,,,,,,,,,,,,,,,,Grocery Table,SAFEWAY
39,,,,,,,,,,,,,,,,Grocery Table,Sam's Club
40,,,,,,,,,,,,,,,,Grocery Table,Save A Lot
41,,,,,,,,,,,,,,,,Grocery Table,Shaws
42,,,,,,,,,,,,,,,,Grocery Table,Shaw's Osco
43,,,,,,,,,,,,,,,,Grocery Table,Shaws Star Market
44,,,,,,,,,,,,,,,,Grocery Table,ShopRite
45,,,,,,,,,,,,,,,,Grocery Table,Stop & GO
46,,,,,,,,,,,,,,,,Grocery Table,Stop & Save
47,,,,,,,,,,,,,,,,Grocery Table,Stop & Shop
48,,,,,,,,,,,,,,,,Grocery Table,Stop One Grocery
49,,,,,,,,,,,,,,,,Grocery Table,Sunny Ridge Supermarket
50,,,,,,,,,,,,,,,,Grocery Table,Sunshine Foods
51,,,,,,,,,,,,,,,,Grocery Table,Superior Supermarket
52,,,,,,,,,,,,,,,,Grocery Table,Trader Joe's
53,,,,,,,,,,,,,,,,Grocery Table,Wal-Mart Supercenter
54,,,,,,,,,,,,,,,,Grocery Table,Weis Markets
55,,,,,,,,,,,,,,,,Grocery Table,WHOLE FOODS
56,,,,,,,,,,,,,,,,Grocery Table,Dollar General
57,,,,,,,,,,,,,,,,Grocery Table,Dollar General Market
58,,,,,,,,,,,,,,,,Grocery Table,Dollar Tree
59,,,,,,,,,,,,,,,,Grocery Table,Family Dollar
60,,,,,,,,,,,,,,,,Grocery Table,Price Chopper
61,,,,,,,,,,,,,,,,Grocery Table,Tops
62,,,,,,,,,,,,,,,,Grocery Table,Market by Price Chopper
63,,,,,,,,,,,,,,,,Grocery Table,H-E-B
64,,,,,,,,,,,,,,,,Grocery Table,Central Market
65,,,,,,,,,,,,,,,,Grocery Table,Joe V's
66,,,,,,,,,,,,,,,,Grocery Table,Mi Tienda
67,,,,,,,,,,,,,,,,Grocery Table,HyVee
68,,,,,,,,,,,,,,,,Grocery Table,Kroger
69,,,,,,,,,,,,,,,,Grocery Table,Fred Meyer
70,,,,,,,,,,,,,,,,Grocery Table,Dillons Food Stores
71,,,,,,,,,,,,,,,,Grocery Table,Mariano's
72,,,,,,,,,,,,,,,,Grocery Table,Meijer
73,,,,,,,,,,,,,,,,Grocery Table,Fresh Thyme Market
74,,,,,,,,,,,,,,,,Grocery Table,Walmart
75,,,,,,,,,,,,,,,,Grocery Table,Price Rite
76,,,,,,,,,,,,,,,,Grocery Table,ShopRite
77,,,,,,,,,,,,,,,,Grocery Table,The Fresh Grocer
78,,,,,,,,,,,,,,,,Grocery Table,Wegmans
79,,,,,,,,,,,,,,,,Grocery Table,Weis Markets
80,,,,,,,,,,,,,,,,Grocery Table,Wawa
81,,,,,,,,,,,,,,,,Grocery Table,Target
